user,vote,star,date,comments
Dr.lizzy,0,5,2017-05-03,"相较于这本来说，我还是觉得人类简史更好看。但也只是相对而言，我还是很喜欢这本书的，关于数据以及数据主义的构想，结合一下日常生活，不由得觉得这样的趋势简直不可阻挡。既然人能替代神成为一种主体，数据怎么不能替代人呢？"
风雪乐天,0,4,2017-05-27,引发思考和无限遐想，对未来憧憬又惴惴不安
ChRomium,0,5,2017-06-17,"看完之后对于未来的时代不禁有了迷茫和担忧，作者在全书的结尾问了三个问题，算是一个总结吧。
1.生物真的只是算法，而生命也真的只是数据处理吗？
2.智能和意识，究竟哪一个才更有价值？
3.等到无意识但具备高度智能的算法比我们更了解我们自己时，社会、政治和日常将会有什么变化？"
大圣稷,0,4,2017-05-03,重复前作的部分太多 很多观点都在不断重复 却没有新的角度 而且这部的语气比《人类简史》更肯定  这种急于证明自己观点的叙述拉低的整个作品的可讨论除去这些 依然是部猛料汇聚的作品 
DD的珍宝,0,4,2017-05-03,作者对各种知识的融汇贯通，读起来太有趣了。
Friday,0,5,2017-05-03,在从杭州到北京的迁徙中，在前往面试的地铁中，在忙、累、居无定所中，看完了这本书。也许冥冥之中也给了我很多力量吧。
仮面 。,0,3,2017-05-03,明顯沒有「人類簡史」好讀
南宫鲸,0,5,2017-05-03,在读
船山遗老,0,5,2017-05-24,其实这本书还是以未来的视角再说现在的问题，还是在接着说人类不断的成为神的故事，我想在3000年前的时候，会不会还是有如此的借鉴价值，不过在我们现在读起来，还是有很多参考价值。
entfremdung,0,3,2017-05-03,赞同人文主义部分的阐述，本虚无狗看后可以放心自杀了。
joxxc,0,4,2017-05-03,作者没像在人类简史里那样嫌弃现代人类了，最后一部分人文精神的丧失确实觉得他想太多（自我麻醉不正是人类的长处吗）里面某些心理学的部分倒是能用作酒桌装X资本，体验自我和叙事自我什么的，机器比你还了解自己什么的
慕杨,0,4,2017-06-12,原来一切都是算法！
Amazing,0,4,2017-05-02,较第一部惊艳感少了很多，大炮开的太多太猛主要，不过各种思潮罗列的很多，干货满满，论述太过于急切
Julia,0,4,2017-05-02,其实有一半没怎么看懂，不过作者实在是牛人，脑袋硬盘超级大
guaiguai,0,5,2017-05-02,在学校的图书馆 花不到5折 买的盗版书，完全没有影响酣畅淋漓的阅读快感！回首历史 瞻望未来，赫拉利游刃有余地调动完备的知识面给送给读者此部科普大礼，赞不绝口的同时心怀感激~
evanic89lg,0,4,2017-05-02,很有意思的跃迁式思考
花生炖DC,0,2,2017-05-02,带着蛮高的期待值来看的，电子书29元。刚开始的部分看得比较认真，但总觉得似有似无的道理，基本是作者的主观感受，像庙前的算命者，读到第一章中段的时候已经没有那么大的阅读欲望了，想必作者把海市蜃楼描述一番这书也就了结了吧。
骑羊的兔子,1,5,2017-05-17,"观点很开阔，大爱，真是部奇书。
赞，让人瞠目结舌的看法，不管正确与否，很开阔人的思想"
乔木,0,5,2017-08-12,仍然保持了很高的水准。前几章是人类简历的深发，把观点都推得更深入了。后几章写人工智能的发展，读得我一度瑟瑟发抖，但主要的思想还是想变成既得利益者...
要有光，在路上,0,4,2017-06-23,书是好书，让我对未来有了一个概念，好像确实是那么回事。一些人文、心理方面的知识对我来说生涩了一些。
Albert,0,5,2017-05-02,爱，不过只是激素暴发。如果生物只是算法，而人类创造出比人类本身更强大的算法，那么人类该怎么办，是该退出历史潮流让位算法，还是用生物科技强化人类并让算法服务于人呢？
云中青鸟,0,5,2018-01-12,生物本身就是算法，生命是不断处理数据的过程；意识与智能的分离；拥有大数据积累的外部环境将比我们自己更了解自己
大笨熊没,1,5,2017-05-02,原来图灵测试本来是指基佬是否能伪装成异性恋的测试。。。
陈美丽,0,5,2017-05-02,很有意思的书，特别是前半部分。名字叫未来简史，却花了很大的篇幅讲人类和其他物种的区别，讲我们怎么进入现代。环环相扣，有启发性，不神棍。
不器用,0,4,2017-08-18,"以前觉得人们对人工智能之类的恐惧根本是杞人忧天，尤其好莱坞电影啥的根本是鬼扯嘛，读这本书稍微了解到一点之后觉得好像也不无道理，人类既然能创造一个又一个堪称奇迹的事物，谁又能保证奇迹不会真的出现？况且有些奇迹可以由不太神秘的数学创造。
读书使人进步，可以不让自己显得太蠢-_-"
会游泳的小猪,0,4,2017-07-13,数据时代 现在正在这一时代浪潮
alicezzZ,1,5,2017-12-22,里面的观点视角可以说是很有意思了，没读过之前那本，作者看待问题的角度还是非常新奇的。
Julia,0,2,2017-07-24,29th 评分虚高，有些啰嗦。前面几章还挺有意思的，理论和例子相结合，越往后越无趣。
太阳HE草,0,5,2017-05-01,依然和人类简史一样开拓思维
陳天吾。,0,5,2017-05-01,人类怎么可能容忍自己被降级呢
Harvey,0,3,2017-08-26,跟人类简史比差好多。
Homade,0,3,2017-05-01,跟人类简史重叠很多。
骑着扫把的女巫,0,4,2017-05-01,虽然整本书读起来给你一种细思极恐的感觉，但是读着读着觉得很多观点怎么抄袭《人类简史》，仔细一看，原来作者是同一个，只可惜，作品质量真的差太多了，有种炒冷饭的感觉，想把《人类简史》重新翻一遍了
牛牛,0,4,2017-05-01,不错吧，这样的信息有很多，作者结合历史，汇总了一些未来的预测。
海纳百川,1,5,2017-05-14,不如前作好看，用了三周的时间才“啃”完，也理解了某些第一时间入手本书的朋友为何至今没有读完。人类已经相当成功地战胜了饥荒、瘟疫和战争，接下来人类的三大议题是永生、幸福快乐和从“智人”进化为“智神”。所以这书既不是历史，也不是预言，而是心理学与互联网。读后的结果是为了解惑，我终于购置了一直抗拒的《思考，快与慢》。
mochow,0,4,2017-05-01,书里未来的世界似曾相识，在一些反乌托邦小说和科幻小说里存在过。
大頭觀察員,1,5,2017-05-01,對於未來的思索與預測，決定了生命的意義與方向，可以走的踏實，建立信仰。
Wei Li,0,4,2017-05-01,最后谈人的终极追求部分很不错，几乎每个人都有认同的使命，从而影响一生大部分的决策。
于木木,0,4,2017-04-30,趋势只是预测但只要自由意志在就永远不可能实现，感谢作者给了这样的全景。
英雄弯下小蛮腰,0,4,2017-04-30,看过这本书之后，我失眠了，为我自己的未来感到担忧
zhu,0,3,2017-04-30,期望太高了
李牙,0,5,2017-04-30,是很冲击我的宗教信仰。
eidelweise,0,5,2018-01-30,赞👍
晓桃,0,4,2017-06-04,开脑洞，但是没有提解决办法
6号楼酸脚王,0,2,2017-04-30,作为一个计算机专业的人，感觉被罗胖套路了
浩然逆熵,2,4,2017-04-30,Ai时代终将降临………你相信ai能发展出人类独有的感情吗？这本书中间的描述和推理过程，远比结论精彩。1、总体来说，没有《人类简史》好看，而且前半部分基本就是上一本的内容，结论还算有意思。2、思维模式和推理过程还是挺震撼的，看的时候，应该进行一个思辨过程，否则这本书会很无聊。
shizao,0,2,2017-04-30,写的太差了
Wind Rider,0,5,2017-04-30,和人类简史一以贯之，力荐！
cicada,0,4,2017-04-30,内容暂且不论，首先想夸奖一下作者的逻辑和文笔。读的时候经常不知不觉被带着走，从一个貌似合理的开端经过一段貌似合理的推理最后达成一个匪夷所思的结论，调过头重新捋的时候还是觉得无法反驳。希望每个写作的人都能首先学习一下逻辑学。然后就是文笔，作者本身文字驾驭得很好，翻译也是锦上添花，读起来一点都不累，我这个理科盲都可以理解得比较到位。最后感慨一声作者的脑洞好大但又好合理啊…究竟是真的合理还是强大的逻辑让它看起来合理，我就辨别不出了，摊手
想想,0,5,2017-04-30,比人类简史更紧凑，更喜欢
5嘉,0,4,2017-05-20,只读一遍是不太够的。
情非得已的晴天,0,4,2017-04-30,自由意志不存在了，生物技术完全可以改变意识，这个想想很是很可怕
阿轩,0,4,2017-04-30,不如第一本了，还能读。
伊郎,0,4,2017-04-30,获得永生，幸福快乐，化身为神！是人类未来的3个目标。在人类刚刚战胜瘟疫、饥荒、战争之后。生物就是算法，智能比意识更重要等观点非常新颖，不得不佩服作者的博闻强记和创新能力。
自娱者小五,0,4,2017-04-30,推荐，部分资料和《人类简史》有重复，用来佐证的观点也类似，所以效率有提升。总体而言我认为没有《人类简史》好看，后者讨论的问题毕竟现实也更有据可依，前半本尤其好看，可越到最后因为向预测未来过渡而逐渐式微，同样，这一本很多论据也流于琐碎，并且掺杂了很多作者的个人倾向，并不是说这有什么问题，只是获得全线认同的可能性小多了。全书最精彩的论述是三类人文主义的部分，同样是基于现实做总结，分析得很客观，这么几页读了四五遍。过去是板上钉钉的记录，未来是众说纷纭的见解，混杂了个人的价值观与判断，我虽不完全同意作者，但仍然算是知晓了另一种人的全部推理过程。至于书末作者的三个问题，我还是倾向于站意识。
邹志楠,0,4,2017-04-30,"①自由主义是当今社会的宗教②人文主义和科学有个交易：人文主义允许科学发展，科学给人类力量。③自由主义这个故事已经讲不下去了：自由主义有三个前提假设，这三个前提被科学证明都是错的。（人类不仅只有一个自我，意识受欲望控制，算法比人类更了解自己）④现在社会正在酝酿新的宗教，最有可能的是数据教⑤人类和其他动物的根本区别在于“互联主观”、集体学习"
灰辑.avi,1,4,2017-04-30,总觉得《未来简史》是《人类简史》的一个DLC
dwbddd,0,5,2017-04-30,未来简史是一部神奇的书，它改变了我看待世界的方式。无论其预测的是否准确，其对人类史的客观评价让人十分认同，至于以后，我们拭目以待。
